SynsetTerms,PosScore,NegScore
well-groomed,0.25,0.00
ungroomed,0.13,0.75
shaggy-haired,0.13,0.00
ill-dressed,0.00,0.25
unbrushed,0.00,0.25
combed,0.38,0.00
uncombed,0.00,0.00
uncombable,0.00,0.63
unkempt,0.00,0.13
timbered,0.00,0.00
half-timbered,0.00,0.00
timber-framed,0.00,0.13
untimbered,0.13,0.25
toned,0.25,0.00
toneless,0.13,0.25
tongued,0.00,0.38
tonguelike,0.00,0.00
tongueless,0.13,0.38
tipped,0.00,0.13
filter-tipped,0.00,0.00
pink-tipped,0.00,0.63
plume-tipped,0.00,0.63
spine-tipped,0.00,0.63
thorn-tipped,0.00,0.63
yellow-tipped,0.00,0.63
untipped,0.00,0.63
tired,0.25,0.00
dead,0.00,0.00
weary,0.50,0.13
bleary-eyed,0.00,0.00
world-weary,0.00,0.00
burnt-out,0.00,0.00
worn,0.00,0.63
flagging,0.13,0.75
worn_out,0.38,0.25
footsore,0.00,0.13
wearied,0.38,0.38
knackered,0.00,0.00
ragged,0.00,0.00
travel-worn,0.00,0.00
unrested,0.00,0.00
whacked,0.00,0.13
rested,0.25,0.00
reinvigorated,0.25,0.00
unweary,0.25,0.13
tolerable,0.13,0.00
supportable,0.13,0.75
tolerant,0.13,0.63
unendurable,0.00,0.63
bitter,0.00,0.50
unsufferable,0.38,0.00
unsupportable,0.00,0.63
tolerant,0.50,0.00
unbigoted,0.00,0.38
intolerant,0.13,0.75
bigoted,0.00,0.50
strict,0.13,0.50
tonal,0.00,0.00
keyed,0.00,0.00
diatonic,0.00,0.00
polytonal,0.00,0.00
toned,0.38,0.13
tonic,0.00,0.00
unkeyed,0.00,0.38
toothed,0.00,0.00
buck-toothed,0.00,0.00
cogged,0.00,0.00
fine-toothed,0.00,0.00
gap-toothed,0.00,0.13
sabre-toothed,0.00,0.00
small-toothed,0.00,0.00
toothlike,0.25,0.25
toothy,0.50,0.00
tusked,0.00,0.00
toothless,0.25,0.25
edentulate,0.00,0.00
edentulous,0.00,0.25
top,0.00,0.00
apical,0.00,0.00
crowning,0.13,0.00
uppermost,0.00,0.00
upper,0.13,0.00
bottom,0.00,0.00
nethermost,0.38,0.13
inferior,0.00,0.13
nether,0.00,0.25
side,0.00,0.00
broadside,0.13,0.13
sidelong,0.13,0.00
topped,0.00,0.00
flat-topped,0.00,0.00
lidded,0.00,0.00
screw-topped,0.00,0.00
topless,0.13,0.00
lidless,0.00,0.00
bottomed,0.00,0.25
bellbottom,0.00,0.00
copper-bottomed,0.00,0.00
flat-bottomed,0.00,0.00
round-bottomed,0.13,0.00
bottomless,0.00,0.00
top-down,0.13,0.00
bottom-up,0.13,0.00
equatorial,0.00,0.13
pantropical,0.00,0.00
tropical,0.00,0.00
polar,0.00,0.00
circumpolar,0.00,0.00
north-polar,0.00,0.00
south-polar,0.00,0.00
testate,0.38,0.00
intestate,0.00,0.75
touched,0.00,0.00
brushed,0.00,0.00
grazed,0.00,0.00
untouched,0.00,0.63
tough,0.00,0.50
rubbery,0.00,0.75
chewy,0.13,0.38
leathery,0.00,0.00
unchewable,0.00,0.50
hempen,0.00,0.00
tough-skinned,0.00,0.00
tender,0.00,0.25
cuttable,0.13,0.13
crispy,0.00,0.00
flaky,0.13,0.00
tenderized,0.00,0.00
toughened,0.38,0.25
thickened,0.00,0.13
inured,0.25,0.00
weather-beaten,0.13,0.00
untoughened,0.13,0.75
soft,0.13,0.25
tough,0.00,0.75
pugnacious,0.13,0.50
unsentimental,0.13,0.25
tender,0.50,0.00
protective,0.00,0.38
sentimental,0.63,0.13
toxic,0.00,0.25
cyanogenic,0.63,0.00
virulent,0.00,0.75
hepatotoxic,0.00,0.50
nephrotoxic,0.00,0.50
ototoxic,0.00,0.00
toxicant,0.38,0.50
nontoxic,0.00,0.63
antitoxic,0.13,0.25
nonpoisonous,0.13,0.25
nonvenomous,0.13,0.25
tractable,0.50,0.00
malleable,0.50,0.00
teachable,0.50,0.00
tameable,0.63,0.00
intractable,0.00,0.75
balky,0.00,0.38
stubborn,0.00,0.75
unmanageable,0.00,0.88
unmalleable,0.00,0.75
table_d'hote,0.00,0.00
a_la_carte,0.00,0.00
trackable,0.50,0.00
untraceable,0.00,0.63
tracked,0.00,0.00
caterpillar-tracked,0.00,0.00
half-tracked,0.00,0.00
trackless,0.00,0.00
traveled,0.00,0.00
heavily_traveled,0.00,0.00
untravelled,0.00,0.63
untraversed,0.00,0.63
trimmed,0.38,0.00
clipped,0.13,0.00
untrimmed,0.00,0.13
unclipped,0.00,0.13
troubled,0.00,0.88
vexed,0.00,0.50
unquiet,0.13,0.63
tempest-tost,0.00,0.13
careful,0.13,0.25
heavy-laden,0.00,0.13
clouded,0.00,0.50
worried,0.00,0.88
in_a_bad_way,0.00,0.63
fraught,0.00,0.75
tormented,0.38,0.25
haunted,0.50,0.38
mothy,0.00,0.63
stressed,0.13,0.75
struggling,0.00,0.25
suffering,0.00,0.50
troublous,0.00,0.63
untroubled,0.00,0.63
unworried,0.50,0.38
clear,0.13,0.63
dreamless,0.00,0.38
trouble-free,0.00,0.63
unconcerned,0.50,0.13
undisturbed,0.00,0.38
unmolested,0.00,0.38
true,0.50,0.38
real,0.25,0.00
apodictic,0.25,0.13
truthful,0.63,0.13
sure,0.44,0.56
false,0.00,0.75
mendacious,0.00,0.75
spurious,0.13,0.75
trumped-up,0.00,0.63
untrue,0.00,0.75
trusting,0.63,0.13
confiding,0.63,0.00
unsuspicious,0.13,0.50
distrustful,0.50,0.13
misanthropical,0.00,0.63
skeptical,0.38,0.13
overjealous,0.00,0.25
wary,0.00,0.63
misogynic,0.00,0.00
oversuspicious,0.00,0.38
trusty,0.50,0.00
reliable,0.63,0.00
responsible,0.13,0.00
true,0.50,0.00
fiducial,0.38,0.25
trusted,0.50,0.00
untrusty,0.00,0.75
shifty,0.25,0.75
shady,0.00,0.00
tricky,0.00,0.75
tubed,0.00,0.00
tubeless,0.00,0.13
tucked,0.00,0.00
untucked,0.00,0.50
turned,0.00,0.00
upside-down,0.00,0.00
upturned,0.00,0.00
reversed,0.00,0.00
rotated,0.00,0.00
wrong-side-out,0.00,0.00
unturned,0.00,0.13
right-side-out,0.00,0.00
right-side-up,0.00,0.00
typical,0.13,0.00
typic,0.13,0.00
representative,0.00,0.00
veritable,0.38,0.00
true,0.50,0.13
untypical,0.00,0.75
unrepresentative,0.00,0.63
underhanded,0.00,0.00
overhanded,0.00,0.00
round-arm,0.00,0.00
surface,0.00,0.00
aboveground,0.00,0.00
grade-constructed,0.00,0.00
opencut,0.00,0.00
subsurface,0.00,0.00
underground,0.00,0.00
undersea,0.00,0.00
underwater,0.00,0.00
subterraneous,0.00,0.00
overhead,0.00,0.00
submersible,0.25,0.00
nonsubmersible,0.00,0.63
tearful,0.00,0.50
swimming,0.00,0.38
misty-eyed,0.00,0.00
watery-eyed,0.13,0.38
snuffly,0.00,0.63
weepy,0.13,0.50
tearless,0.38,0.13
dry,0.00,0.13
union,0.00,0.00
closed,0.00,0.25
unionized,0.00,0.00
nonunion,0.00,0.63
open,0.00,0.00
unorganized,0.00,0.75
uniparous,0.25,0.00
multiparous,0.13,0.00
twinning,0.13,0.00
unipolar,0.00,0.00
bipolar,0.13,0.00
janus-faced,0.13,0.00
united,0.25,0.25
in_agreement,0.00,0.00
confederative,0.00,0.00
fused,0.00,0.00
coalescing,0.00,0.13
cohesive,0.25,0.25
coupled,0.00,0.00
conjunct,0.00,0.00
federated,0.00,0.00
unified,0.00,0.00
in_league,0.00,0.00
unitary,0.00,0.00
suprasegmental,0.00,0.00
tied,0.25,0.00
undivided,0.00,0.88
unpartitioned,0.00,0.38
unsegmented,0.00,0.00
divided,0.00,0.00
two-chambered,0.00,0.00
bifid,0.13,0.00
prongy,0.00,0.00
bifurcated,0.00,0.00
biloculate,0.00,0.00
black-and-white,0.00,0.00
chambered,0.00,0.00
cloven,0.00,0.00
dichotomous,0.00,0.00
split,0.00,0.00
disjointed,0.00,0.00
disjunct,0.00,0.00
episodic,0.00,0.00
four-pronged,0.00,0.00
many-chambered,0.00,0.00
segmented,0.00,0.00
mullioned,0.00,0.00
pentamerous,0.00,0.00
tined,0.00,0.25
sectioned,0.00,0.00
segmental,0.00,0.00
three-pronged,0.00,0.00
torn,0.00,0.50
trifid,0.13,0.00
two-pronged,0.38,0.00
adnate,0.00,0.00
connate,0.00,0.00
univalve,0.00,0.00
single-shelled,0.00,0.00
bivalved,0.00,0.13
pelecypodous,0.00,0.00
ascending,0.00,0.00
uphill,0.00,0.00
ascensive,0.13,0.38
assurgent,0.00,0.00
assurgent,0.00,0.00
scandent,0.00,0.00
highflying,0.00,0.00
upward,0.00,0.00
descending,0.00,0.00
downward-sloping,0.00,0.00
degressive,0.00,0.00
descendent,0.00,0.00
downward,0.00,0.00
downward-arching,0.00,0.00
drizzling,0.00,0.00
falling,0.25,0.00
raining,0.00,0.25
rising,0.13,0.13
up,0.75,0.00
falling,0.13,0.38
down,0.00,0.25
soft,0.00,0.25
climactic,0.00,0.38
anticlimactic,0.13,0.00
upmarket,0.38,0.00
upscale,0.50,0.00
downmarket,0.00,0.38
downscale,0.00,0.00
transitive,0.00,0.00
intransitive,0.00,0.50
translatable,0.13,0.00
untranslatable,0.00,0.50
ungulated,0.13,0.13
solid-hoofed,0.13,0.00
unguiculated,0.00,0.13
clawed,0.00,0.00
clawlike,0.25,0.25
up,0.00,0.00
leading,0.00,0.00
aweigh,0.00,0.00
dormy,0.00,0.00
skyward,0.00,0.00
risen,0.00,0.00
sprouted,0.00,0.00
upbound,0.25,0.00
upfield,0.00,0.00
upward,0.00,0.00
down,0.00,0.00
behind,0.00,0.00
downbound,0.25,0.00
downcast,0.00,0.00
downfield,0.00,0.00
downward,0.00,0.00
fallen,0.00,0.00
set,0.00,0.13
thrown,0.00,0.00
weak,0.13,0.38
upstage,0.00,0.00
downstage,0.00,0.00
upstairs,0.00,0.00
downstairs,0.00,0.00
ground-floor,0.00,0.00
upstream,0.00,0.00
downstream,0.00,0.00
uptown,0.00,0.00
downtown,0.00,0.00
used,0.00,0.00
in_use,0.00,0.00
utilized,0.00,0.00
misused,0.00,0.25
abused,0.38,0.13
victimized,0.38,0.00
utile,0.00,0.00
multipurpose,0.00,0.00
reusable,0.63,0.00
serviceable,0.75,0.00
useable,0.00,0.00
utilitarian,0.13,0.00
utilizable,0.50,0.00
useless,0.13,0.63
unavailing,0.00,0.50
inutile,0.00,0.50
unuseable,0.00,0.63
utopian,0.38,0.50
windy,0.25,0.63
dystopian,0.00,0.75
valid,0.13,0.00
binding,0.25,0.25
sound,0.25,0.00
logical,0.00,0.00
well-grounded,0.00,0.00
validated,0.38,0.00
invalid,0.00,0.75
uncollectible,0.00,0.75
unsound,0.13,0.63
false,0.00,0.75
nullified,0.00,0.25
void,0.00,0.50
sophistical,0.22,0.78
valuable,0.00,0.00
blue-chip,0.38,0.25
priceless,0.25,0.13
precious,0.50,0.00
rich,0.50,0.00
semiprecious,0.00,0.00
worth,0.00,0.00
worthless,0.00,0.50
chaffy,0.13,0.00
sorry,0.50,0.00
manky,0.30,0.70
trifling,0.13,0.50
nugatory,0.25,0.00
wasted,0.00,0.63
trashy,0.00,0.88
tinpot,0.00,0.50
valueless,0.13,0.00
variable,0.50,0.13
unsettled,0.00,0.00
covariant,0.13,0.50
multivariate,0.00,0.00
protean,0.00,0.00
shifting,0.00,0.13
variant,0.13,0.50
versatile,0.63,0.00
invariable,0.00,0.63
unvarying,0.38,0.00
strict,0.25,0.00
invariant,0.13,0.00
varied,0.13,0.38
multifarious,0.25,0.00
omnifarious,0.00,0.00
variegated,0.00,0.00
variform,0.00,0.00
varying,0.25,0.50
versatile,0.25,0.25
unvarying,0.13,0.25
veiled,0.00,0.00
unveiled,0.00,0.00
disclosed,0.25,0.00
undraped,0.00,0.00
ventilated,0.00,0.00
airy,0.00,0.13
louvered,0.00,0.50
vented,0.00,0.00
unventilated,0.00,0.25
unaired,0.13,0.25
fuggy,0.00,0.50
unoxygenated,0.00,0.50
unvented,0.00,0.63
vertebrate,0.00,0.00
spineless,0.00,0.25
violable,0.00,0.13
inviolable,0.13,0.38
untouchable,0.00,0.75
violent,0.25,0.13
convulsive,0.00,0.63
savage,0.25,0.25
raging,0.13,0.38
knockdown-dragout,0.25,0.50
lashing,0.00,0.38
lurid,0.00,0.50
rampageous,0.00,0.63
tough,0.00,0.63
slam-bang,0.13,0.50
nonviolent,0.00,0.38
peaceful,0.25,0.00
virtuous,0.88,0.00
impeccable,0.13,0.63
sinless,0.63,0.13
wicked,0.25,0.63
vicious,0.00,0.50
heavy,0.00,0.00
heinous,0.22,0.78
ungodly,0.00,0.75
unreformable,0.00,0.75
villainous,0.22,0.78
peccant,0.25,0.63
visible,0.13,0.00
circumpolar,0.00,0.00
in_sight,0.00,0.00
visual,0.00,0.38
macroscopical,0.00,0.00
megascopic,0.00,0.00
microscopical,0.00,0.00
subgross,0.00,0.00
panoptical,0.00,0.00
telescopic,0.00,0.00
viewable,0.50,0.00
unseeable,0.25,0.63
camouflaged,0.00,0.00
out_of_sight,0.25,0.63
infrared,0.00,0.00
lightless,0.38,0.00
nonvisual,0.25,0.50
occult,0.00,0.88
ultraviolet,0.00,0.00
undetectable,0.38,0.00
unseeyn,0.13,0.50
viviparous,0.00,0.13
oviparous,0.00,0.00
broody,0.00,0.13
ovoviviparous,0.00,0.00
volatile,0.00,0.00
volatilizable,0.00,0.00
nonvolatilizable,0.13,0.00
voluntary,0.38,0.25
willful,0.00,0.00
freewill,0.38,0.00
self-imposed,0.00,0.13
willing,0.00,0.63
volunteer,0.13,0.00
unvoluntary,0.00,0.75
goaded,0.00,0.00
forced,0.13,0.00
unconscious,0.00,0.25
unwilled,0.00,0.38
unwilling,0.00,0.75
voluntary,0.00,0.00
involuntary,0.00,0.00
reflexive,0.00,0.50
autonomic,0.00,0.00
vegetative,0.00,0.13
vulnerable,0.38,0.25
undefended,0.00,0.63
compromising,0.25,0.63
defenseless,0.00,0.25
endangered,0.00,0.63
indefensible,0.00,0.75
unsafe,0.00,0.75
penetrable,0.63,0.00
threatened,0.00,0.25
under_fire,0.00,0.25
unguarded,0.00,0.38
invulnerable,0.25,0.00
airtight,0.13,0.38
shellproof,0.13,0.00
defensible,0.63,0.00
entrenched,0.00,0.00
unattackable,0.13,0.00
tight,0.13,0.00
sheltered,0.13,0.88
untouchable,0.00,0.13
wanted,0.63,0.00
desired,0.50,0.00
hot,0.00,0.13
yearned-for,0.63,0.00
sought-after,0.13,0.00
unwanted,0.00,0.25
abdicable,0.50,0.13
thrown-away,0.00,0.00
outcast,0.00,0.00
outcaste,0.00,0.63
uncalled-for,0.00,0.63
unclaimed,0.00,0.63
unsought,0.00,0.38
unwished-for,0.13,0.38
warm,0.50,0.13
tepid,0.38,0.38
warmed,0.13,0.00
warming,0.00,0.00
cool,0.25,0.13
air-conditioned,0.00,0.00
air-cooled,0.00,0.00
caller,0.13,0.00
precooled,0.00,0.00
water-cooled,0.00,0.00
warm,0.13,0.25
cordial,0.25,0.50
hearty,0.50,0.25
cool,0.50,0.50
unresponsive,0.25,0.38
warm,0.00,0.00
hot,0.00,0.00
cool,0.00,0.00
cold,0.25,0.50
warm-blooded,0.00,0.00
homothermic,0.00,0.00
cold-blooded,0.00,0.25
poikilothermous,0.00,0.00
warmhearted,0.50,0.38
coldhearted,0.25,0.25
brittle,0.50,0.13
washable,0.63,0.00
wash-and-wear,0.00,0.38
nonwashable,0.25,0.25
waxed,0.00,0.25
unwaxed,0.00,0.25
waxing,0.00,0.00
waning,0.00,0.00
increasing,0.00,0.00
acceleratory,0.13,0.25
accretionary,0.00,0.38
accretive,0.00,0.25
augmentative,0.00,0.00
incorporative,0.00,0.00
maximizing,0.25,0.00
multiplicative,0.00,0.13
profit-maximizing,0.25,0.00
progressive,0.00,0.00
raising,0.13,0.00
decreasing,0.00,0.25
depreciatory,0.13,0.25
detractive,0.38,0.50
diminishing,0.25,0.13
tapering_off,0.00,0.00
falling,0.00,0.13
increasing,0.00,0.00
accelerando,0.00,0.00
crescendo,0.00,0.00
decreasing,0.00,0.00
allargando,0.25,0.00
calando,0.00,0.00
diminuendo,0.00,0.00
ritenuto,0.00,0.00
inflationary,0.13,0.25
deflationary,0.13,0.00
weaned,0.00,0.00
unweaned,0.00,0.25
wearable,0.38,0.13
unwearable,0.13,0.63
weedy,0.00,0.38
weedless,0.50,0.13
welcome,0.50,0.00
unwelcome,0.00,0.75
uninvited,0.00,0.38
well,0.75,0.00
symptomless,0.38,0.63
recovered,0.63,0.38
sick,0.13,0.75
stricken,0.13,0.50
aguish,0.13,0.50
unwell,0.00,0.63
seasick,0.00,0.50
autistic,0.00,0.75
sick-abed,0.00,0.13
livery,0.00,0.75
bronchitic,0.00,0.63
consumptive,0.00,0.75
recovering,0.50,0.25
hallucinating,0.00,0.63
diabetic,0.00,0.63
woozy,0.00,0.75
dyspeptic,0.00,0.75
swooning,0.13,0.13
feverous,0.00,0.50
funny,0.00,0.50
gouty,0.00,0.63
green,0.00,0.75
stricken,0.00,0.00
laid_up,0.00,0.88
milk-sick,0.00,0.00
sickish,0.00,0.50
palsied,0.00,0.75
paralyzed,0.00,0.50
paraplegic,0.00,0.63
rickety,0.00,0.25
scrofulous,0.00,0.88
sneezy,0.50,0.13
spastic,0.00,0.50
tuberculous,0.00,0.63
unhealed,0.00,0.50
upset,0.00,0.88
wet,0.00,0.00
dewy,0.00,0.00
besprent,0.00,0.00
waterlogged,0.00,0.00
dank,0.00,0.25
moist,0.00,0.00
soppy,0.13,0.00
drizzly,0.00,0.00
humid,0.25,0.00
misty,0.00,0.00
sticky,0.13,0.00
watery,0.00,0.00
rheumy,0.00,0.00
sloppy,0.00,0.25
showery,0.00,0.25
steamy,0.00,0.00
sticky,0.00,0.00
tacky,0.00,0.50
undried,0.00,0.00
washed,0.00,0.25
watery,0.00,0.00
dry,0.00,0.25
sunbaked,0.00,0.25
air-dried,0.00,0.13
air-dry,0.00,0.63
waterless,0.00,0.38
bone_dry,0.00,0.63
dried-out,0.63,0.00
dried,0.00,0.38
dried-up,0.00,0.00
withered,0.00,0.00
dry-shod,0.00,0.00
kiln-dried,0.00,0.00
rainless,0.13,0.25
semiarid,0.00,0.00
semi-dry,0.00,0.38
thirsty,0.25,0.00
wet,0.00,0.13
fresh,0.00,0.00
dry,0.00,0.38
milkless,0.00,0.00
wet,0.00,0.00
dry,0.00,0.00
wet,0.00,0.00
dry,0.00,0.25
hydrous,0.00,0.00
anhydrous,0.00,0.00
wheeled,0.00,0.13
wheelless,0.00,0.50
white-collar,0.00,0.00
clerical,0.00,0.00
professional,0.00,0.00
pink-collar,0.00,0.00
blue-collar,0.00,0.00
industrial,0.00,0.00
manual,0.00,0.25
working-class,0.00,0.00
wholesome,0.63,0.13
nutritive,0.25,0.00
heart-healthy,0.38,0.38
salubrious,0.88,0.00
substantial,0.25,0.00
organic,0.38,0.00
salubrious,0.50,0.00
unwholesome,0.13,0.75
unhealthy,0.38,0.50
jejune,0.13,0.25
morbid,0.00,0.50
vile,0.00,0.50
rich,0.00,0.00
wide,0.25,0.13
beamy,0.38,0.25
panoramic,0.00,0.00
broad-brimmed,0.38,0.00
deep,0.00,0.00
fanlike,0.13,0.13
sweeping,0.00,0.00
wide-screen,0.00,0.00
narrow,0.25,0.25
narrowing,0.38,0.25
narrowed,0.00,0.13
narrow-mouthed,0.13,0.00
thin,0.13,0.00
strait,0.25,0.25
straplike,0.00,0.00
tapering,0.25,0.00
wide,0.25,0.25
comfortable,0.25,0.00
narrow,0.00,0.13
marginal,0.00,0.38
wieldy,0.00,0.50
unwieldy,0.13,0.00
ungainly,0.13,0.50
cumbrous,0.13,0.25
wigged,0.00,0.50
peruked,0.00,0.00
toupeed,0.00,0.00
wigless,0.00,0.63
willing,0.50,0.00
consenting,0.38,0.00
prepared,0.13,0.00
happy,0.50,0.00
ready,0.50,0.00
volitional,0.00,0.00
willing_and_able,0.25,0.50
unwilling,0.00,0.75
grudging,0.00,0.00
reluctant,0.13,0.63
unwilled,0.25,0.38
winged,0.00,0.00
wing-shaped,0.00,0.13
alated,0.00,0.00
batwing,0.00,0.00
short-winged,0.00,0.00
one-winged,0.00,0.00
pinioned,0.00,0.00
slender-winged,0.50,0.00
small-winged,0.00,0.00
volant,0.00,0.00
winglike,0.00,0.00
wingless,0.13,0.13
apterous,0.00,0.13
flightless,0.00,0.50
wired,0.00,0.00
bugged,0.00,0.00
connected,0.00,0.00
wireless,0.00,0.00
wise,0.63,0.00
omniscient,0.50,0.00
sapient,0.63,0.00
owlish,0.38,0.25
sapiential,0.38,0.13
sage,0.38,0.00
foolish,0.63,0.00
ridiculous,0.63,0.00
vacuous,0.38,0.00
zany,0.00,0.38
fond,0.13,0.50
mad,0.38,0.25
misguided,0.25,0.38
scatty,0.13,0.50
unwise,0.38,0.25
wooded,0.00,0.25
woody,0.00,0.00
brushy,0.00,0.13
brambly,0.00,0.50
forested,0.00,0.25
jungly,0.00,0.00
overgrown,0.00,0.13
rushy,0.00,0.38
scrubby,0.00,0.13
sylvan,0.00,0.00
thicket-forming,0.25,0.50
timbered,0.00,0.25
woodsy,0.00,0.00
unwooded,0.00,0.25
unforested,0.00,0.63
untimbered,0.00,0.00
woody,0.00,0.00
ashen,0.00,0.00
beechen,0.00,0.00
birken,0.00,0.00
cedarn,0.00,0.00
ligneous,0.00,0.00
oaken,0.00,0.00
suffrutescent,0.00,0.00
wooden,0.00,0.00
nonwoody,0.00,0.63
herbaceous,0.00,0.13
squashy,0.00,0.50
worldly,0.00,0.00
economic,0.00,0.00
material,0.13,0.00
worldly-minded,0.50,0.13
terrestrial,0.25,0.00
unworldly,0.25,0.38
hermitical,0.38,0.25
monastical,0.00,0.00
unearthly,0.38,0.00
unmercenary,0.50,0.13
woven,0.00,0.00
braided,0.00,0.13
plain-woven,0.00,0.00
unwoven,0.00,0.13
felted,0.00,0.00
knitted,0.00,0.00
worn,0.00,0.50
aged,0.00,0.00
attrited,0.00,0.13
battered,0.00,0.75
clapped_out,0.00,0.25
woebegone,0.00,0.38
eared,0.00,0.25
scoured,0.00,0.00
frayed,0.00,0.25
mangy,0.00,0.25
mothy,0.00,0.13
played_out,0.00,0.00
ragged,0.00,0.13
worn-out,0.00,0.25
tatty,0.38,0.25
seedy,0.13,0.38
shopworn,0.00,0.00
tattered,0.00,0.38
threadbare,0.00,0.00
thumbed,0.00,0.38
wormy,0.00,0.13
waterworn,0.00,0.00
weatherworn,0.00,0.13
well-worn,0.25,0.13
new,0.25,0.00
unweathered,0.00,0.63
worthy,0.88,0.00
praiseworthy,0.63,0.00
creditable,0.50,0.00
cum_laude,0.50,0.00
worth,0.25,0.00
model,0.63,0.00
magna_cum_laude,0.75,0.00
meritorious,0.50,0.25
noteworthy,0.38,0.00
quotable,0.63,0.00
sacred,0.75,0.00
summa_cum_laude,0.50,0.00
valued,0.75,0.00
worthful,0.63,0.00
worthwhile,0.38,0.00
unworthy,0.63,0.25
unworthy,0.13,0.38
unmerited,0.25,0.25
unmeritorious,0.50,0.00
xeric,0.00,0.50
xerophytic,0.00,0.00
hydric,0.13,0.50
hydrophytic,0.00,0.00
hygrophytic,0.13,0.38
mesic,0.13,0.38
mesophytic,0.13,0.25
zonal,0.00,0.00
azonal,0.13,0.25
azonic,0.00,0.50
acrocarpous,0.00,0.00
pleurocarpous,0.00,0.00
cursorial,0.00,0.00
fossorial,0.00,0.00
homocercal,0.00,0.00
heterocercal,0.00,0.00
webbed,0.00,0.00
palmate,0.00,0.00
unwebbed,0.00,0.13
faceted,0.00,0.00
unfaceted,0.00,0.00
ipsilateral,0.00,0.00
contralateral,0.00,0.00
salient,0.00,0.00
reentrant,0.13,0.00
proactive,0.00,0.00
retroactive,0.00,0.00
rh-positive,0.00,0.00
rh-negative,0.00,0.25
categorematic,0.25,0.00
autosemantic,0.00,0.00
syncategorematic,0.00,0.38
synsemantic,0.00,0.00
idiographic,0.00,0.00
nomothetic,0.00,0.00
pro-choice,0.00,0.00
pro-life,0.00,0.25
baptized,0.00,0.00
unbaptized,0.00,0.63
benign,0.00,0.75
malignant,0.50,0.25
cancerous,0.00,0.00
calcicolous,0.00,0.00
calcifugous,0.00,0.00
invertible,0.00,0.00
non-invertible,0.00,0.63
immunocompetent,0.00,0.75
immunodeficient,0.00,0.75
allogeneic,0.00,0.00
xenogeneic,0.00,0.00
long-spurred,0.50,0.00
short-spurred,0.00,0.00
shelled,0.00,0.25
hard-shelled,0.00,0.38
smooth-shelled,0.00,0.00
spiral-shelled,0.00,0.00
thin-shelled,0.00,0.00
unshelled,0.00,0.25
jawed,0.00,0.00
long-jawed,0.00,0.00
square-jawed,0.13,0.00
jawless,0.00,0.00
skinned,0.00,0.00
smooth-skinned,0.25,0.00
velvety-skinned,0.00,0.00
skinless,0.00,0.00
flowering,0.13,0.00
nonflowering,0.13,0.00
spore-bearing,0.50,0.00
vegetative,0.00,0.00
asphaltic,0.00,0.00
abatic,0.13,0.38
abbatial,0.00,0.00
abdominovesical,0.00,0.00
aberdonian,0.00,0.00
abkhazian,0.00,0.00
abnaki,0.00,0.00
aboriginal,0.00,0.00
abient,0.50,0.25
abiogenetic,0.00,0.00
academic,0.00,0.00
acanthotic,0.00,0.00
acapnotic,0.00,0.00
acervate,0.00,0.00
acetonic,0.00,0.00
acetylenic,0.00,0.00
acetylic,0.00,0.00
achaean,0.00,0.00
aeolian,0.00,0.00
achenial,0.00,0.00
achlorhydric,0.13,0.38
achondritic,0.00,0.00
aciculate,0.00,0.00
acidimetric,0.00,0.00
acidotic,0.38,0.13
acinar,0.00,0.00
acinous,0.00,0.00
acneiform,0.13,0.38
adolescent,0.00,0.00
acrogenous,0.00,0.00
actinometrical,0.00,0.00
actinomycetous,0.00,0.00
actinomycotic,0.00,0.13
aculeated,0.38,0.13
adactylous,0.00,0.13
adamantine,0.00,0.00
adenocarcinomatous,0.00,0.00
adenoid,0.00,0.00
adenoidal,0.00,0.00
adient,0.00,0.00
adjudicatory,0.00,0.00
annexal,0.00,0.00
adonic,0.00,0.00
adrenal,0.00,0.00
adrenal,0.00,0.00
sympathomimetic,0.00,0.00
agnostic,0.00,0.00
aleutian,0.00,0.00
ancestral,0.00,0.00
antheridial,0.38,0.13
antiadrenergic,0.00,0.00
antiapartheid,0.00,0.00
antidotal,0.38,0.50
antiferromagnetic,0.00,0.00
antipollution,0.00,0.00
asat,0.00,0.00
antiviral,0.50,0.00
adrenocortical,0.00,0.00
advective,0.00,0.00
adventitial,0.00,0.00
adventuristic,0.00,0.00
aecial,0.00,0.00
aeolian,0.00,0.00
aeriferous,0.00,0.00
aerological,0.00,0.00
aerolitic,0.00,0.00
aeromechanic,0.00,0.00
aeromedical,0.00,0.00
aeronautical,0.00,0.00
medical,0.00,0.00
affine,0.00,0.00
affixial,0.00,0.00
agential,0.00,0.00
agonal,0.00,0.25
agonistic,0.00,0.00
agranulocytic,0.00,0.25
agraphic,0.00,0.00
agrobiological,0.00,0.00
agrological,0.00,0.00
agronomical,0.00,0.00
agrypnotic,0.00,0.00
air-breathing,0.00,0.00
alabastrine,0.13,0.13
alaskan,0.00,0.00
albigensian,0.00,0.00
albanian,0.00,0.00
albinotic,0.00,0.50
albitic,0.00,0.00
albuminous,0.00,0.00
albuminuric,0.00,0.00
alchemical,0.00,0.00
alchemistical,0.00,0.00
aldehydic,0.00,0.00
aleuronic,0.00,0.00
algoid,0.25,0.25
algolagnic,0.00,0.13
algometrical,0.00,0.00
algonquin,0.00,0.00
alimentative,0.00,0.00
alkahestic,0.00,0.00
alkaloidal,0.00,0.00
alkalotic,0.25,0.13
alkylic,0.00,0.00
allantoic,0.38,0.13
